league,train_season,test_season,edge_threshold,p_draw_min,p_draw_max,train_bets,train_hit_rate,train_roi_units,train_roi,test_bets,test_hit_rate,test_roi_units,test_roi,positive_both
Ligue 1,2023-24,2025-26,0.01,0.0,1.0,215,0.265116,20.03,0.093163,153,0.20915,-22.37,-0.146209,0
Ligue 1,2023-24,2025-26,0.01,0.24,0.3,113,0.274336,16.09,0.142389,94,0.180851,-20.24,-0.215319,0
Ligue 1,2023-24,2025-26,0.01,0.24,0.33,188,0.287234,34.53,0.18367,138,0.224638,-13.02,-0.094348,0
Ligue 1,2023-24,2025-26,0.01,0.24,0.36,210,0.261905,15.62,0.074381,143,0.216783,-18.02,-0.126014,0
Ligue 1,2023-24,2025-26,0.01,0.24,1.0,212,0.264151,17.22,0.081226,144,0.215278,-19.02,-0.132083,0
Ligue 1,2023-24,2025-26,0.01,0.27,0.3,85,0.282353,10.86,0.127765,63,0.206349,-11.16,-0.177143,0
Ligue 1,2023-24,2025-26,0.01,0.27,0.33,160,0.29375,29.3,0.183125,107,0.252336,-3.94,-0.036822,0
Ligue 1,2023-24,2025-26,0.01,0.27,0.36,182,0.263736,10.39,0.057088,112,0.241071,-8.94,-0.079821,0
Ligue 1,2023-24,2025-26,0.01,0.27,1.0,184,0.266304,11.99,0.065163,113,0.238938,-9.94,-0.087965,0
Ligue 1,2023-24,2025-26,0.01,0.3,0.33,75,0.306667,18.44,0.245867,44,0.318182,7.22,0.164091,1
Ligue 1,2023-24,2025-26,0.01,0.3,0.36,97,0.247423,-0.47,-0.004845,49,0.285714,2.22,0.045306,0
Ligue 1,2023-24,2025-26,0.01,0.3,1.0,99,0.252525,1.13,0.011414,50,0.28,1.22,0.0244,1
Ligue 1,2023-24,2025-26,0.02,0.0,0.3,93,0.247312,9.79,0.105269,86,0.151163,-25.11,-0.291977,0
Ligue 1,2023-24,2025-26,0.02,0.0,0.33,156,0.294872,40.23,0.257885,125,0.2,-19.58,-0.15664,0
Ligue 1,2023-24,2025-26,0.02,0.0,0.36,178,0.264045,21.32,0.119775,130,0.192308,-24.58,-0.189077,0
Ligue 1,2023-24,2025-26,0.02,0.0,1.0,180,0.266667,22.92,0.127333,131,0.19084,-25.58,-0.195267,0
Ligue 1,2023-24,2025-26,0.02,0.24,0.3,90,0.244444,6.98,0.077556,78,0.153846,-22.76,-0.291795,0
Ligue 1,2023-24,2025-26,0.02,0.24,0.33,153,0.294118,37.42,0.244575,117,0.205128,-17.23,-0.147265,0
Ligue 1,2023-24,2025-26,0.02,0.24,0.36,175,0.262857,18.51,0.105771,122,0.196721,-22.23,-0.182213,0
Ligue 1,2023-24,2025-26,0.02,0.24,1.0,177,0.265537,20.11,0.113616,123,0.195122,-23.23,-0.188862,0
Ligue 1,2023-24,2025-26,0.02,0.27,0.3,65,0.230769,-1.25,-0.019231,54,0.185185,-12.7,-0.235185,0
Ligue 1,2023-24,2025-26,0.02,0.27,0.33,128,0.296875,29.19,0.228047,93,0.236559,-7.17,-0.077097,0
Ligue 1,2023-24,2025-26,0.02,0.27,0.36,150,0.26,10.28,0.068533,98,0.22449,-12.17,-0.124184,0
Ligue 1,2023-24,2025-26,0.02,0.27,1.0,152,0.263158,11.88,0.078158,99,0.222222,-13.17,-0.13303,0
Ligue 1,2023-24,2025-26,0.02,0.3,0.33,63,0.365079,30.44,0.483175,39,0.307692,5.53,0.141795,1
Ligue 1,2023-24,2025-26,0.02,0.3,0.36,85,0.282353,11.53,0.135647,44,0.272727,0.53,0.012045,1
Ligue 1,2023-24,2025-26,0.02,0.3,1.0,87,0.287356,13.13,0.15092,45,0.266667,-0.47,-0.010444,0
Ligue 1,2023-24,2025-26,0.03,0.0,0.3,74,0.27027,17.21,0.232568,68,0.147059,-18.61,-0.273676,0
Ligue 1,2023-24,2025-26,0.03,0.0,0.33,133,0.308271,45.06,0.338797,100,0.19,-16.33,-0.1633,0
Ligue 1,2023-24,2025-26,0.03,0.0,0.36,153,0.267974,25.06,0.163791,104,0.182692,-20.33,-0.195481,0
Ligue 1,2023-24,2025-26,0.03,0.0,1.0,155,0.270968,26.66,0.172,105,0.180952,-21.33,-0.203143,0
Ligue 1,2023-24,2025-26,0.03,0.24,0.3,71,0.267606,14.4,0.202817,62,0.145161,-18.26,-0.294516,0
Ligue 1,2023-24,2025-26,0.03,0.24,0.33,130,0.307692,42.25,0.325,94,0.191489,-15.98,-0.17,0
Ligue 1,2023-24,2025-26,0.03,0.24,0.36,150,0.266667,22.25,0.148333,98,0.183673,-19.98,-0.203878,0
Ligue 1,2023-24,2025-26,0.03,0.24,1.0,152,0.269737,23.85,0.156908,99,0.181818,-20.98,-0.211919,0
Ligue 1,2023-24,2025-26,0.03,0.27,0.3,53,0.245283,3.37,0.063585,40,0.175,-10.2,-0.255,0
Ligue 1,2023-24,2025-26,0.03,0.27,0.33,112,0.303571,31.22,0.27875,72,0.222222,-7.92,-0.11,0
Ligue 1,2023-24,2025-26,0.03,0.27,0.36,132,0.257576,11.22,0.085,76,0.210526,-11.92,-0.156842,0
Ligue 1,2023-24,2025-26,0.03,0.27,1.0,134,0.261194,12.82,0.095672,77,0.207792,-12.92,-0.167792,0
Ligue 1,2023-24,2025-26,0.03,0.3,0.33,59,0.355932,27.85,0.472034,32,0.28125,2.28,0.07125,1
Ligue 1,2023-24,2025-26,0.03,0.3,0.36,79,0.265823,7.85,0.099367,36,0.25,-1.72,-0.047778,0
Ligue 1,2023-24,2025-26,0.03,0.3,1.0,81,0.271605,9.45,0.116667,37,0.243243,-2.72,-0.073514,0
Ligue 1,2023-24,2025-26,0.04,0.0,0.3,58,0.206897,0.7,0.012069,61,0.147541,-15.35,-0.251639,0
Ligue 1,2023-24,2025-26,0.04,0.0,0.33,108,0.277778,27.1,0.250926,89,0.168539,-19.68,-0.221124,0
Ligue 1,2023-24,2025-26,0.04,0.0,0.36,126,0.238095,9.1,0.072222,92,0.163043,-22.68,-0.246522,0
Ligue 1,2023-24,2025-26,0.04,0.0,1.0,128,0.242188,10.7,0.083594,93,0.16129,-23.68,-0.254624,0
Ligue 1,2023-24,2025-26,0.04,0.24,0.3,55,0.2,-2.11,-0.038364,56,0.142857,-16.0,-0.285714,0
Ligue 1,2023-24,2025-26,0.04,0.24,0.33,105,0.27619,24.29,0.231333,84,0.166667,-20.33,-0.242024,0
Ligue 1,2023-24,2025-26,0.04,0.24,0.36,123,0.235772,6.29,0.051138,87,0.16092,-23.33,-0.268161,0
Ligue 1,2023-24,2025-26,0.04,0.24,1.0,125,0.24,7.89,0.06312,88,0.159091,-24.33,-0.276477,0
Ligue 1,2023-24,2025-26,0.04,0.27,0.33,90,0.277778,18.74,0.208222,63,0.190476,-13.27,-0.210635,0
Ligue 1,2023-24,2025-26,0.04,0.27,0.36,108,0.231481,0.74,0.006852,66,0.181818,-16.27,-0.246515,0
Ligue 1,2023-24,2025-26,0.04,0.27,1.0,110,0.236364,2.34,0.021273,67,0.179104,-17.27,-0.257761,0
Ligue 1,2023-24,2025-26,0.04,0.3,0.33,50,0.36,26.4,0.528,28,0.214286,-4.33,-0.154643,0
Ligue 1,2023-24,2025-26,0.04,0.3,0.36,68,0.264706,8.4,0.123529,31,0.193548,-7.33,-0.236452,0
Ligue 1,2023-24,2025-26,0.04,0.3,1.0,70,0.271429,10.0,0.142857,32,0.1875,-8.33,-0.260313,0
Ligue 1,2023-24,2025-26,0.05,0.0,0.33,85,0.258824,19.21,0.226,77,0.155844,-18.93,-0.245844,0
Ligue 1,2023-24,2025-26,0.05,0.0,0.36,98,0.22449,6.21,0.063367,79,0.151899,-20.93,-0.264937,0
Ligue 1,2023-24,2025-26,0.05,0.0,1.0,100,0.23,7.81,0.0781,80,0.15,-21.93,-0.274125,0
Ligue 1,2023-24,2025-26,0.05,0.24,0.33,83,0.253012,15.4,0.185542,72,0.152778,-19.58,-0.271944,0
Ligue 1,2023-24,2025-26,0.05,0.24,0.36,96,0.21875,2.4,0.025,74,0.148649,-21.58,-0.291622,0
Ligue 1,2023-24,2025-26,0.05,0.24,1.0,98,0.22449,4.0,0.040816,75,0.146667,-22.58,-0.301067,0
Ligue 1,2023-24,2025-26,0.05,0.27,0.33,71,0.253521,11.33,0.159577,54,0.166667,-15.52,-0.287407,0
Ligue 1,2023-24,2025-26,0.05,0.27,0.36,84,0.214286,-1.67,-0.019881,56,0.160714,-17.52,-0.312857,0
Ligue 1,2023-24,2025-26,0.05,0.27,1.0,86,0.22093,-0.07,-0.000814,57,0.157895,-18.52,-0.324912,0
Ligue 1,2023-24,2025-26,0.05,0.3,0.36,53,0.245283,5.19,0.097925,25,0.16,-8.79,-0.3516,0
Ligue 1,2023-24,2025-26,0.05,0.3,1.0,55,0.254545,6.79,0.123455,26,0.153846,-9.79,-0.376538,0
Premier League,2023-24,2025-26,0.0,0.0,0.27,169,0.189349,-7.28,-0.043077,66,0.318182,31.3,0.474242,0
Premier League,2023-24,2025-26,0.0,0.0,0.3,273,0.175824,-47.89,-0.175421,196,0.265306,27.37,0.139643,0
Premier League,2023-24,2025-26,0.0,0.0,0.33,280,0.182143,-44.49,-0.158893,237,0.270042,30.43,0.128397,0
Premier League,2023-24,2025-26,0.0,0.0,0.36,281,0.185053,-41.79,-0.148719,241,0.26971,29.9,0.124066,0
Premier League,2023-24,2025-26,0.0,0.0,1.0,281,0.185053,-41.79,-0.148719,241,0.26971,29.9,0.124066,0
Premier League,2023-24,2025-26,0.0,0.24,0.27,115,0.191304,-6.44,-0.056,58,0.327586,26.21,0.451897,0
Premier League,2023-24,2025-26,0.0,0.24,0.3,219,0.173516,-47.05,-0.21484,188,0.265957,22.28,0.118511,0
Premier League,2023-24,2025-26,0.0,0.24,0.33,226,0.181416,-43.65,-0.193142,229,0.270742,25.34,0.110655,0
Premier League,2023-24,2025-26,0.0,0.24,0.36,227,0.185022,-40.95,-0.180396,233,0.270386,24.81,0.106481,0
Premier League,2023-24,2025-26,0.0,0.24,1.0,227,0.185022,-40.95,-0.180396,233,0.270386,24.81,0.106481,0
Premier League,2023-24,2025-26,0.0,0.27,0.3,104,0.153846,-40.61,-0.390481,130,0.238462,-3.93,-0.030231,0
Premier League,2023-24,2025-26,0.0,0.27,0.33,111,0.171171,-37.21,-0.335225,171,0.251462,-0.87,-0.005088,0
Premier League,2023-24,2025-26,0.0,0.27,0.36,112,0.178571,-34.51,-0.308125,175,0.251429,-1.4,-0.008,0
Premier League,2023-24,2025-26,0.0,0.27,1.0,112,0.178571,-34.51,-0.308125,175,0.251429,-1.4,-0.008,0
Premier League,2023-24,2025-26,0.01,0.0,0.27,142,0.161972,-16.95,-0.119366,58,0.310345,27.7,0.477586,0
Premier League,2023-24,2025-26,0.01,0.0,0.3,227,0.14978,-56.1,-0.247137,163,0.269939,31.51,0.193313,0
Premier League,2023-24,2025-26,0.01,0.0,0.33,233,0.154506,-54.99,-0.236009,203,0.275862,35.57,0.175222,0
Premier League,2023-24,2025-26,0.01,0.0,0.36,234,0.15812,-52.29,-0.223462,207,0.275362,35.04,0.169275,0
Premier League,2023-24,2025-26,0.01,0.0,1.0,234,0.15812,-52.29,-0.223462,207,0.275362,35.04,0.169275,0
Premier League,2023-24,2025-26,0.01,0.24,0.27,96,0.166667,-10.9,-0.113542,50,0.32,22.61,0.4522,0
Premier League,2023-24,2025-26,0.01,0.24,0.3,181,0.149171,-50.05,-0.276519,155,0.270968,26.42,0.170452,0
Premier League,2023-24,2025-26,0.01,0.24,0.33,187,0.15508,-48.94,-0.261711,195,0.276923,30.48,0.156308,0
Premier League,2023-24,2025-26,0.01,0.24,0.36,188,0.159574,-46.24,-0.245957,199,0.276382,29.95,0.150503,0
Premier League,2023-24,2025-26,0.01,0.24,1.0,188,0.159574,-46.24,-0.245957,199,0.276382,29.95,0.150503,0
Premier League,2023-24,2025-26,0.01,0.27,0.3,85,0.129412,-39.15,-0.460588,105,0.247619,3.81,0.036286,0
Premier League,2023-24,2025-26,0.01,0.27,0.33,91,0.142857,-38.04,-0.418022,145,0.262069,7.87,0.054276,0
Premier League,2023-24,2025-26,0.01,0.27,0.36,92,0.152174,-35.34,-0.38413,149,0.261745,7.34,0.049262,0
Premier League,2023-24,2025-26,0.01,0.27,1.0,92,0.152174,-35.34,-0.38413,149,0.261745,7.34,0.049262,0
Premier League,2023-24,2025-26,0.02,0.0,0.27,118,0.169492,-5.13,-0.043475,49,0.346939,32.81,0.669592,0
Premier League,2023-24,2025-26,0.02,0.0,0.3,190,0.152632,-38.61,-0.203211,135,0.274074,33.38,0.247259,0
Premier League,2023-24,2025-26,0.02,0.0,0.33,195,0.153846,-39.82,-0.204205,170,0.282353,39.16,0.230353,0
Premier League,2023-24,2025-26,0.02,0.0,0.36,196,0.158163,-37.12,-0.189388,174,0.281609,38.63,0.222011,0
Premier League,2023-24,2025-26,0.02,0.0,1.0,196,0.158163,-37.12,-0.189388,174,0.281609,38.63,0.222011,0
Premier League,2023-24,2025-26,0.02,0.24,0.27,78,0.179487,-0.82,-0.010513,42,0.357143,26.72,0.63619,0
Premier League,2023-24,2025-26,0.02,0.24,0.3,150,0.153333,-34.3,-0.228667,128,0.273438,27.29,0.213203,0
Premier League,2023-24,2025-26,0.02,0.24,0.33,155,0.154839,-35.51,-0.229097,163,0.282209,33.07,0.202883,0
Premier League,2023-24,2025-26,0.02,0.24,0.36,156,0.160256,-32.81,-0.210321,167,0.281437,32.54,0.19485,0
Premier League,2023-24,2025-26,0.02,0.24,1.0,156,0.160256,-32.81,-0.210321,167,0.281437,32.54,0.19485,0
Premier League,2023-24,2025-26,0.02,0.27,0.3,72,0.125,-33.48,-0.465,86,0.232558,0.57,0.006628,0
Premier League,2023-24,2025-26,0.02,0.27,0.33,77,0.12987,-34.69,-0.450519,121,0.256198,6.35,0.052479,0
Premier League,2023-24,2025-26,0.02,0.27,0.36,78,0.141026,-31.99,-0.410128,125,0.256,5.82,0.04656,0
Premier League,2023-24,2025-26,0.02,0.27,1.0,78,0.141026,-31.99,-0.410128,125,0.256,5.82,0.04656,0
Premier League,2023-24,2025-26,0.03,0.0,0.27,98,0.173469,1.81,0.018469,35,0.4,34.26,0.978857,1
Premier League,2023-24,2025-26,0.03,0.0,0.3,159,0.150943,-27.92,-0.175597,103,0.291262,38.21,0.370971,0
Premier League,2023-24,2025-26,0.03,0.0,0.33,164,0.152439,-29.13,-0.177622,133,0.285714,38.59,0.29015,0
Premier League,2023-24,2025-26,0.03,0.0,0.36,165,0.157576,-26.43,-0.160182,137,0.284672,38.06,0.27781,0
Premier League,2023-24,2025-26,0.03,0.0,1.0,165,0.157576,-26.43,-0.160182,137,0.284672,38.06,0.27781,0
Premier League,2023-24,2025-26,0.03,0.24,0.27,63,0.190476,5.76,0.091429,31,0.387097,25.17,0.811935,1
Premier League,2023-24,2025-26,0.03,0.24,0.3,124,0.153226,-23.97,-0.193306,99,0.282828,29.12,0.294141,0
Premier League,2023-24,2025-26,0.03,0.24,0.33,129,0.155039,-25.18,-0.195194,129,0.27907,29.5,0.228682,0
Premier League,2023-24,2025-26,0.03,0.24,0.36,130,0.161538,-22.48,-0.172923,133,0.278195,28.97,0.21782,0
Premier League,2023-24,2025-26,0.03,0.24,1.0,130,0.161538,-22.48,-0.172923,133,0.278195,28.97,0.21782,0
Premier League,2023-24,2025-26,0.03,0.27,0.3,61,0.114754,-29.73,-0.487377,68,0.235294,3.95,0.058088,0
Premier League,2023-24,2025-26,0.03,0.27,0.33,66,0.121212,-30.94,-0.468788,98,0.244898,4.33,0.044184,0
Premier League,2023-24,2025-26,0.03,0.27,0.36,67,0.134328,-28.24,-0.421493,102,0.245098,3.8,0.037255,0
Premier League,2023-24,2025-26,0.03,0.27,1.0,67,0.134328,-28.24,-0.421493,102,0.245098,3.8,0.037255,0
Premier League,2023-24,2025-26,0.04,0.0,0.27,80,0.175,5.47,0.068375,25,0.36,22.56,0.9024,1
Premier League,2023-24,2025-26,0.04,0.0,0.3,128,0.148438,-19.21,-0.150078,76,0.263158,23.9,0.314474,0
Premier League,2023-24,2025-26,0.04,0.0,0.33,132,0.151515,-19.42,-0.147121,98,0.244898,17.88,0.182449,0
Premier League,2023-24,2025-26,0.04,0.0,0.36,133,0.157895,-16.72,-0.125714,101,0.247525,18.35,0.181683,0
Premier League,2023-24,2025-26,0.04,0.0,1.0,133,0.157895,-16.72,-0.125714,101,0.247525,18.35,0.181683,0
Premier League,2023-24,2025-26,0.04,0.24,0.27,50,0.2,9.8,0.196,21,0.333333,13.47,0.641429,1
Premier League,2023-24,2025-26,0.04,0.24,0.3,98,0.153061,-14.88,-0.151837,72,0.25,14.81,0.205694,0
Premier League,2023-24,2025-26,0.04,0.24,0.33,102,0.156863,-15.09,-0.147941,94,0.234043,8.79,0.093511,0
Premier League,2023-24,2025-26,0.04,0.24,0.36,103,0.165049,-12.39,-0.120291,97,0.237113,9.26,0.095464,0
Premier League,2023-24,2025-26,0.04,0.24,1.0,103,0.165049,-12.39,-0.120291,97,0.237113,9.26,0.095464,0
Premier League,2023-24,2025-26,0.04,0.27,0.33,52,0.115385,-24.89,-0.478654,73,0.205479,-4.68,-0.06411,0
Premier League,2023-24,2025-26,0.04,0.27,0.36,53,0.132075,-22.19,-0.418679,76,0.210526,-4.21,-0.055395,0
Premier League,2023-24,2025-26,0.04,0.27,1.0,53,0.132075,-22.19,-0.418679,76,0.210526,-4.21,-0.055395,0
Premier League,2023-24,2025-26,0.05,0.0,0.27,69,0.15942,2.7,0.03913,20,0.35,18.34,0.917,1
Premier League,2023-24,2025-26,0.05,0.0,0.3,108,0.12963,-21.46,-0.198704,63,0.253968,20.01,0.317619,0
Premier League,2023-24,2025-26,0.05,0.0,0.33,110,0.127273,-23.46,-0.213273,82,0.231707,13.36,0.162927,0
Premier League,2023-24,2025-26,0.05,0.0,0.36,111,0.135135,-20.76,-0.187027,84,0.238095,14.83,0.176548,0
Premier League,2023-24,2025-26,0.05,0.0,1.0,111,0.135135,-20.76,-0.187027,84,0.238095,14.83,0.176548,0
Premier League,2023-24,2025-26,0.05,0.24,0.3,80,0.125,-19.13,-0.239125,59,0.237288,10.92,0.185085,0
Premier League,2023-24,2025-26,0.05,0.24,0.33,82,0.121951,-21.13,-0.257683,78,0.217949,4.27,0.054744,0
Premier League,2023-24,2025-26,0.05,0.24,0.36,83,0.13253,-18.43,-0.222048,80,0.225,5.74,0.07175,0
Premier League,2023-24,2025-26,0.05,0.24,1.0,83,0.13253,-18.43,-0.222048,80,0.225,5.74,0.07175,0
Primeira Liga,2023-24,2025-26,0.0,0.0,0.27,67,0.089552,-32.05,-0.478358,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.0,0.0,0.3,162,0.141975,-53.43,-0.329815,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.0,0.0,0.33,196,0.168367,-47.11,-0.240357,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.0,0.0,0.36,203,0.167488,-50.91,-0.250788,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.0,0.0,1.0,203,0.167488,-50.91,-0.250788,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.0,0.24,0.3,142,0.147887,-44.88,-0.316056,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.0,0.24,0.33,176,0.176136,-38.56,-0.219091,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.0,0.24,0.36,183,0.174863,-42.36,-0.231475,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.0,0.24,1.0,183,0.174863,-42.36,-0.231475,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.0,0.27,0.3,95,0.178947,-21.38,-0.225053,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.0,0.27,0.33,129,0.209302,-15.06,-0.116744,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.0,0.27,0.36,136,0.205882,-18.86,-0.138676,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.0,0.27,1.0,136,0.205882,-18.86,-0.138676,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.01,0.0,0.27,60,0.1,-25.05,-0.4175,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.01,0.0,0.3,134,0.141791,-39.29,-0.293209,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.01,0.0,0.33,164,0.170732,-32.18,-0.19622,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.01,0.0,0.36,171,0.169591,-35.98,-0.210409,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.01,0.0,1.0,171,0.169591,-35.98,-0.210409,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.01,0.24,0.3,115,0.147826,-31.74,-0.276,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.01,0.24,0.33,145,0.17931,-24.63,-0.169862,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.01,0.24,0.36,152,0.177632,-28.43,-0.187039,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.01,0.24,1.0,152,0.177632,-28.43,-0.187039,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.01,0.27,0.3,74,0.175676,-14.24,-0.192432,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.01,0.27,0.33,104,0.211538,-7.13,-0.068558,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.01,0.27,0.36,111,0.207207,-10.93,-0.098468,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.01,0.27,1.0,111,0.207207,-10.93,-0.098468,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.02,0.0,0.27,58,0.103448,-23.05,-0.397414,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.02,0.0,0.3,120,0.133333,-35.92,-0.299333,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.02,0.0,0.33,144,0.159722,-29.36,-0.203889,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.02,0.0,0.36,149,0.161074,-31.16,-0.209128,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.02,0.0,1.0,149,0.161074,-31.16,-0.209128,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.02,0.24,0.3,102,0.137255,-29.37,-0.287941,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.02,0.24,0.33,126,0.166667,-22.81,-0.181032,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.02,0.24,0.36,131,0.167939,-24.61,-0.187863,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.02,0.24,1.0,131,0.167939,-24.61,-0.187863,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.02,0.27,0.3,62,0.16129,-12.87,-0.207581,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.02,0.27,0.33,86,0.197674,-6.31,-0.073372,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.02,0.27,0.36,91,0.197802,-8.11,-0.089121,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.02,0.27,1.0,91,0.197802,-8.11,-0.089121,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.03,0.0,0.27,53,0.075472,-26.75,-0.504717,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.03,0.0,0.3,108,0.12037,-36.49,-0.33787,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.03,0.0,0.33,121,0.140496,-29.12,-0.240661,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.03,0.0,0.36,123,0.146341,-27.92,-0.226992,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.03,0.0,1.0,123,0.146341,-27.92,-0.226992,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.03,0.24,0.3,91,0.131868,-26.19,-0.287802,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.03,0.24,0.33,104,0.153846,-18.82,-0.180962,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.03,0.24,0.36,106,0.160377,-17.62,-0.166226,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.03,0.24,1.0,106,0.160377,-17.62,-0.166226,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.03,0.27,0.3,55,0.163636,-9.74,-0.177091,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.03,0.27,0.33,68,0.191176,-2.37,-0.034853,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.03,0.27,0.36,70,0.2,-1.17,-0.016714,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.03,0.27,1.0,70,0.2,-1.17,-0.016714,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.04,0.0,0.27,51,0.078431,-24.75,-0.485294,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.04,0.0,0.3,100,0.12,-32.51,-0.3251,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.04,0.0,0.33,110,0.136364,-25.63,-0.233,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.04,0.0,0.36,111,0.144144,-23.43,-0.211081,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.04,0.0,1.0,111,0.144144,-23.43,-0.211081,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.04,0.24,0.3,84,0.130952,-23.21,-0.27631,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.04,0.24,0.33,94,0.148936,-16.33,-0.173723,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.04,0.24,0.36,95,0.157895,-14.13,-0.148737,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.04,0.24,1.0,95,0.157895,-14.13,-0.148737,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.04,0.27,0.33,59,0.186441,-0.88,-0.014915,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.04,0.27,0.36,60,0.2,1.32,0.022,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.04,0.27,1.0,60,0.2,1.32,0.022,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.05,0.0,0.3,94,0.117021,-30.79,-0.327553,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.05,0.0,0.33,102,0.127451,-25.67,-0.251667,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.05,0.0,0.36,102,0.127451,-25.67,-0.251667,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.05,0.0,1.0,102,0.127451,-25.67,-0.251667,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.05,0.24,0.3,78,0.128205,-21.49,-0.275513,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.05,0.24,0.33,86,0.139535,-16.37,-0.190349,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.05,0.24,0.36,86,0.139535,-16.37,-0.190349,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.05,0.24,1.0,86,0.139535,-16.37,-0.190349,0,0.0,0.0,0.0,0
Primeira Liga,2023-24,2025-26,0.05,0.27,0.33,53,0.169811,-2.92,-0.055094,0,0.0,0.0,0.0,0
